"surveywave","state_id","school_id","n_pup_id","pupil_id","treatment","n_panel_pup_wt","strata","fpc_school","fpc_pupil","n_panel_pup","outcome_pt","n_att_reason_pt","consent","able_to_hear","able_to_speak","Sex","Grade","Age","language","language_other","able_to_see","able_to_write","E1_EXAMPLE","E1A","E1B","E1C","E1D","E2_EXAMPLE","E2A","E2B","E2C","E2D","E13_START","E13A","E17_START","E17A","E17B","E17C","M15A","M16_START","M16A","M16B","M17_START","M17A","S7_START","S7A","S8A","S10_START","S10A","S10B","S10C","S10D","S17_a","S17_b","S17_c","S17_d","S17_e","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B11_other","B12","B13_a","B13_b","B13_c","B13_d","B13_e","B13_w","B13_y","B14A","B14B","B14C","B14D","B14E","B15","B16","B17","B18","B19","B20","B21A","B21B","B23","B24","B25","B26","B27A","B27B","B30","B31","B31A","B31B","n_E_raw_p","n_E_max_p","n_E_pc_p","n_M_raw_p","n_M_max_p","n_M_pc_p","n_S_raw_p","n_S_max_p","n_S_pc_p","n_E_wpm","n_E_dog","n_M_add_3_digit","n_M_add_3_digit_carry","n_M_three_quarters","n_M_multiply","n_S_magnet"
2,1,24,248,8,0,0.161974608898163,110,0.333333343267441,0.8,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,,,,2,1,2,2,1,2,1,1,3,1,2,1,2,2,1,2,1,2,2,12,4,2,1,2,1,1,1,1,,,2,1,2,1,1,1,2,2,1,,3,8,2,8,1,1,,1,1,1,1,1,,1,1,1,1,,,,,7,49,14.2857141494751,10,29,34.4827575683594,29,50,58,0,0,0,0,0,0,0
2,1,25,251,1,1,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,252,2,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,253,3,1,2.17693877220154,121,0.333333343267441,0.0714285714285714,1,1,,1,1,1,2,4,-8,6,,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,20,4,1,1,3,3,1,2,1,,,2,1,1,1,1,1,2,2,3,2,4,1,4,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,3,49,6.12244892120361,7,29,24.1379318237305,21,50,42,0,0,0,0,100,0,0
2,1,25,254,4,1,2.17693877220154,121,0.333333343267441,0.0714285714285714,1,1,,1,1,1,2,4,11,6,,1,1,1,1,3,3,2,1,1,2,1,1,1,1,2,,,,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,6,3,2,2,,3,1,1,1,,,2,2,2,2,2,1,2,2,,,,,7,3,1,2,1,,,,,1,,1,1,1,1,,,,,11.6000003814697,49,23.673469543457,12,29,41.3793106079102,30,50,60,8,100,100,0,100,0,0
2,1,25,255,5,1,2.17693877220154,121,0.333333343267441,0.0714285714285714,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,2,2,2,3,2,2,2,1,2,7,2,2,1,2,3,1,1,2,1,,2,2,2,2,1,1,2,2,,,,2,5,4,1,1,,-8,,2,1,1,,1,1,1,1,,,,,5,49,10.2040815353394,7,29,24.1379318237305,25,50,50,0,0,0,0,100,0,100
2,1,25,256,6,1,2.17693877220154,121,0.333333343267441,0.0714285714285714,1,1,,1,1,1,1,4,10,6,,1,1,1,1,2,2,2,1,2,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,1,2,10,5,1,1,3,3,1,1,1,,,1,1,2,1,2,1,2,2,2,,1,,35,3,1,1,,1,1,1,1,2,2,,,,,,,,,8,49,16.326530456543,11,29,37.9310340881348,22,50,44,0,0,0,0,100,0,0
2,1,25,257,7,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,25,258,8,1,2.17693877220154,121,0.333333343267441,0.0714285714285714,1,1,,1,1,1,2,4,13,6,,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,2,1,2,1,1,2,2,2,2,2,1,5,3,1,1,2,3,2,1,2,1,,2,2,2,1,2,2,2,2,,,3,,,3,1,1,,-8,,2,1,1,,2,,2,2,,,,,2.20000004768372,49,4.48979616165161,6,29,20.6896553039551,18,50,36,1,0,0,0,0,0,0
2,1,26,261,1,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,8,7,1,2,,3,2,2,1,,,1,2,2,1,2,2,2,2,,,6,,,2,1,1,,1,1,1,1,2,1,,,,,,,,,22,49,44.8979606628418,13,29,44.8275871276855,34,50,68,20,0,100,0,100,0,100
2,1,26,262,2,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,1,4,12,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,8,5,1,1,3,1,2,1,1,,,2,2,2,1,1,2,2,2,,,1,2,,5,1,2,1,,,,,2,2,,,,,2,,2,2,30,49,61.2244911193848,16,29,55.1724128723145,36,50,72,25,0,100,0,100,0,0
2,1,26,263,3,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,26,264,4,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,26,265,5,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,1,4,11,6,,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,,,,1,1,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,13,5,1,1,2,3,1,1,1,,,2,2,1,2,2,2,2,2,,8,,,,4,1,1,,1,1,1,1,2,1,,,,,,,,,18.2000007629395,49,37.1428604125977,11,29,37.9310340881348,25,50,50,16,100,100,0,100,0,100
2,1,26,266,6,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,1,4,11,6,,1,1,1,1,2,3,1,1,1,1,1,1,1,3,2,,,,1,1,1,2,1,3,1,1,2,1,1,1,1,2,2,2,2,1,2,14,4,1,1,2,2,1,1,2,1,,2,1,2,1,1,2,2,2,-8,,8,4,,6,1,1,,1,1,1,2,1,,1,1,1,1,,,,,21.6000003814697,49,44.0816345214844,14,29,48.2758636474609,25,50,50,23,0,100,0,100,0,0
2,1,26,267,7,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,2,4,10,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,9,4,1,1,3,3,1,1,1,,,2,2,2,1,2,2,2,2,,,3,,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,17.7999992370605,49,36.326530456543,12,29,41.3793106079102,26,50,52,14,0,100,0,100,0,0
2,1,26,268,8,1,1.61974608898163,121,0.333333343267441,0.08,1,1,,1,1,1,2,4,10,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,3,1,2,3,1,1,2,1,1,2,2,1,1,2,15,3,2,2,,3,1,1,1,,,2,2,2,1,2,2,2,2,,,7,,,8,1,1,,1,1,1,1,1,,1,1,1,1,,,,,13,49,26.5306129455566,8,29,27.5862064361572,24,50,48,0,0,100,0,100,0,0
2,1,33,331,1,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,33,332,2,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,33,333,3,1,0.291554301977158,121,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,2,11,6,,1,1,1,3,3,3,1,1,1,1,2,1,1,3,2,,,,2,1,3,3,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,15,5,2,1,2,1,1,1,2,1,,2,2,2,1,1,1,2,2,,,6,2,4,6,1,1,,2,,2,2,1,,1,2,1,2,,,,,7,49,14.2857141494751,6,29,20.6896553039551,28,50,56,0,0,0,0,0,0,0
2,1,33,334,4,1,0.291554301977158,121,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,3,12,6,,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,,,,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,20,15,1,1,3,4,1,1,2,96,"soak away.",2,1,2,1,1,1,2,2,2,,14,7,8,8,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15.1999998092651,49,31.0204086303711,7,29,24.1379318237305,28,50,56,6,0,100,0,0,0,0
2,1,33,335,5,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,33,336,6,1,0.291554301977158,121,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,4,11,6,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,,,,1,1,2,2,1,2,1,2,3,1,2,2,2,2,2,2,2,2,1,-8,,1,1,2,4,1,1,2,1,,1,1,1,1,2,2,2,2,1,6,15,,,6,1,1,,1,1,1,1,1,,1,1,1,1,,,,,14.8000001907349,49,30.2040824890137,7,29,24.1379318237305,18,50,36,14,0,0,0,100,0,0
2,1,33,337,7,1,0.291554301977158,121,0.333333343267441,0.533333333333333,1,1,,1,1,1,1,3,12,6,,1,1,1,1,3,3,1,1,1,2,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,25,5,2,1,3,3,1,1,1,,,2,2,1,1,1,1,2,2,,1,1,1,8,5,1,1,,-8,,1,2,1,,1,1,1,1,,,,,12,49,24.4897956848145,9,29,31.0344829559326,29,50,58,5,0,100,0,100,0,0
2,1,33,338,8,1,0.291554301977158,121,0.333333343267441,0.533333333333333,1,1,,1,1,1,2,4,12,6,,1,1,1,1,3,3,1,1,2,2,1,1,1,2,2,,,,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,29,10,1,1,2,2,1,1,1,,,2,1,2,2,2,2,2,2,3,,,,,7,1,1,,2,,1,2,1,,1,1,1,1,,,,,7,49,14.2857141494751,5,29,17.2413787841797,24,50,48,0,0,0,0,0,0,0
2,1,36,361,1,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,36,362,2,1,,,,,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,36,363,3,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,36,364,4,1,0.388739079236984,121,0.333333343267441,0.4,1,1,,1,1,1,1,4,15,6,,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,,,,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,30,5,2,2,,3,1,1,1,,,2,1,1,1,1,1,2,2,2,1,10,2,3,8,1,1,,1,1,1,1,1,,1,1,1,1,,,,,7,49,14.2857141494751,6,29,20.6896553039551,23,50,46,0,100,0,0,0,0,0
2,1,36,365,5,1,0.388739079236984,121,0.333333343267441,0.4,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,16,3,2,2,,3,1,2,2,1,,2,1,2,1,1,1,2,2,2,,5,7,10,8,1,2,1,,,,,1,,1,2,2,1,,,,,18.7999992370605,49,38.3673439025879,11,29,37.9310340881348,34,50,68,14,0,0,0,100,0,0
2,1,36,366,6,1,0.388739079236984,121,0.333333343267441,0.4,1,1,,1,1,1,1,4,10,6,,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,,,,1,1,3,3,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,22,8,2,1,2,2,1,1,2,1,,2,2,1,1,1,1,2,2,,2,10,5,8,6,1,1,,2,,2,2,1,,2,,2,2,,,,,11,49,22.4489803314209,15,29,51.7241363525391,30,50,60,0,100,0,0,100,0,100
2,1,36,367,7,1,0.388739079236984,121,0.333333343267441,0.4,1,1,,1,1,1,1,4,15,6,,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,9,5,2,1,3,3,1,1,1,,,2,1,1,1,1,1,2,2,4,2,12,8,15,2,1,1,,2,,2,2,1,,1,1,1,1,,,,,19.3999996185303,49,39.5918350219727,12,29,41.3793106079102,27,50,54,7,0,100,0,0,0,0
2,1,36,368,8,1,0.388739079236984,121,0.333333343267441,0.4,1,1,,1,1,1,1,4,9,6,,1,1,1,1,3,2,2,1,1,1,1,1,1,1,2,,,,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,13,6,1,2,,1,1,1,2,1,,2,1,1,1,1,1,2,2,2,2,8,2,5,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15,49,30.6122455596924,13,29,44.8275871276855,29,50,58,10,100,0,0,100,0,100
2,1,39,391,1,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,39,392,2,0,0.315850496292114,120,0.333333343267441,0.615384615384615,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,,,,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2,11,3,1,1,2,3,1,1,2,1,,1,2,2,1,1,1,2,2,,,17,5,30,8,1,1,,1,-8,2,1,1,,1,-8,1,1,,,,,11,49,22.4489803314209,12,29,41.3793106079102,24,50,48,0,0,100,0,0,0,0
2,1,39,393,3,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,39,394,4,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,39,395,5,0,0.315850496292114,120,0.333333343267441,0.615384615384615,1,1,,1,1,1,2,4,13,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,8,5,1,1,3,4,1,1,2,1,,2,2,2,1,1,1,2,2,,,3,2,6,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,19.2000007629395,49,39.1836738586426,23,29,79.3103485107422,29,50,58,6,0,100,0,100,0,0
2,1,39,396,6,0,0.315850496292114,120,0.333333343267441,0.615384615384615,1,1,,1,1,1,2,4,15,6,,1,1,1,1,3,3,3,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,5,2,2,1,2,2,1,1,2,1,,1,1,2,1,1,1,2,2,2,,7,1,15,7,1,1,,2,,2,2,1,,2,,2,2,,,,,8.39999961853027,49,17.1428565979004,7,29,24.1379318237305,21,50,42,2,0,0,0,0,0,0
2,1,39,397,7,0,0.315850496292114,120,0.333333343267441,0.615384615384615,1,1,,1,1,1,2,4,13,5,,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,,,,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,2,58,15,1,1,2,1,1,1,1,,,2,1,2,1,2,1,2,2,2,,3,,12,8,1,1,,2,,1,1,2,2,,,,,,,,,15,49,30.6122455596924,11,29,37.9310340881348,29,50,58,0,100,100,0,0,0,0
2,1,39,398,8,0,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,40,401,1,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,1,3,12,6,,1,1,1,1,2,2,1,1,1,2,1,1,1,3,2,,,,1,1,2,2,1,3,1,3,1,1,1,2,1,2,1,1,2,2,2,8,3,2,2,,1,2,2,2,1,,2,2,2,1,2,1,2,2,,,6,,10,2,1,1,,2,,2,2,3,,2,,2,2,,,,,16,49,32.6530609130859,12,29,41.3793106079102,29,50,58,0,0,0,0,100,0,100
2,1,40,402,2,0,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,40,403,3,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,1,4,11,6,,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,23,5,1,1,2,3,1,1,2,1,,2,2,2,1,2,2,2,2,,,2,,,7,1,1,,-8,,2,2,1,,1,1,1,1,,,,,23.2000007629395,49,47.3469390869141,15,29,51.7241363525391,32,50,64,16,0,0,0,100,0,100
2,1,40,404,4,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,1,4,10,6,,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,25,6,1,1,3,1,1,2,2,1,,2,1,1,1,1,1,2,2,2,4,3,3,-8,6,1,1,,2,,1,1,1,,1,1,1,1,,,,,20.3999996185303,49,41.6326522827148,9,29,31.0344829559326,30,50,60,22,100,0,0,0,0,100
2,1,40,405,5,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,,,,2,1,2,3,1,2,1,2,2,1,2,1,1,3,2,2,1,2,2,15,8,1,1,3,4,1,1,2,1,,2,2,2,1,1,1,2,2,,,12,6,-8,7,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,5,29,17.2413787841797,23,50,46,0,0,0,0,0,0,0
2,1,40,406,6,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,2,4,14,6,,1,1,1,1,1,2,1,1,2,2,2,1,1,2,2,,,,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,2,10,4,1,1,2,1,1,1,2,1,,2,1,2,1,1,1,2,2,4,,8,3,14,6,1,2,1,,,,,2,1,,,,,1,-8,2,1,21,49,42.8571434020996,13,29,44.8275871276855,30,50,60,0,0,0,100,100,0,100
2,1,40,407,7,0,0.518318772315979,120,0.333333343267441,0.25,1,1,,1,1,1,2,3,11,6,,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,,,,2,1,2,2,1,2,1,2,2,1,2,1,1,3,2,2,1,2,2,14,4,1,1,2,4,1,2,2,1,,2,2,2,1,1,1,2,2,,,4,1,7,7,1,1,,1,1,1,1,1,,1,1,1,1,,,,,8.19999980926514,49,16.7346935272217,7,29,24.1379318237305,18,50,36,6,100,0,0,0,0,0
2,1,40,408,8,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,421,1,0,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,422,2,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,423,3,0,0.267258107662201,120,0.333333343267441,0.636363636363636,1,1,,1,1,1,1,4,-8,6,,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,,,,2,1,1,2,1,2,1,2,2,1,2,1,2,3,2,2,1,2,2,7,5,1,1,-8,1,1,2,2,1,,2,2,2,1,1,1,2,2,,,-8,4,7,7,1,1,,2,,2,1,1,,1,1,1,1,,,,,10.1999998092651,49,20.8163261413574,7,29,24.1379318237305,22,50,44,1,0,100,0,0,0,0
2,1,42,424,4,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,42,425,5,0,0.267258107662201,120,0.333333343267441,0.636363636363636,1,1,,1,1,1,2,4,14,6,,1,1,1,2,2,2,3,1,1,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,1,1,1,1,1,2,2,2,2,2,1,10,4,2,2,,1,1,1,2,1,,1,2,2,1,1,2,2,2,,,10,5,,10,1,1,,1,1,2,1,1,,1,1,2,1,,,,,10,49,20.4081630706787,9,29,31.0344829559326,26,50,52,0,0,0,0,0,0,100
2,1,42,427,7,0,0.267258107662201,120,0.333333343267441,0.636363636363636,1,1,,1,1,1,2,3,-8,6,,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,,,,3,1,2,2,1,2,1,2,3,1,2,1,2,3,2,1,2,1,2,11,4,1,1,2,2,1,1,1,,,1,2,2,1,2,2,2,2,,,4,,,5,1,1,,1,1,1,1,1,,-8,,1,1,,,,,6,49,12.2448978424072,4,29,13.7931032180786,25,50,50,0,0,0,0,0,0,0
2,1,42,428,8,0,0.267258107662201,120,0.333333343267441,0.636363636363636,1,1,,1,1,1,1,4,12,6,,1,1,1,2,3,2,2,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,10,4,2,1,2,1,1,2,2,1,,1,2,2,1,2,1,2,2,,,6,,3,2,1,1,,-8,,1,2,1,,1,-8,2,2,,,,,22,49,44.8979606628418,18,29,62.0689659118652,23,50,46,15,0,0,0,100,0,0
2,1,43,431,1,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,1,4,10,6,,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,9,5,1,1,3,3,1,1,2,1,,1,1,2,1,1,1,2,2,2,,3,4,14,5,1,1,,1,1,2,1,1,,1,1,1,1,,,,,21.7999992370605,49,44.4897956848145,10,29,34.4827575683594,25,50,50,24,100,100,0,100,0,0
2,1,43,432,2,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,1,4,14,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,8,4,1,1,3,1,1,1,1,,,1,1,2,1,2,1,2,2,2,,6,,3,4,1,1,,2,,1,1,1,,1,1,1,1,,,,,10,49,20.4081630706787,6,29,20.6896553039551,30,50,60,0,0,0,0,0,0,0
2,1,43,433,3,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,1,2,10,6,,1,1,1,2,1,2,3,1,2,2,2,2,1,1,2,,,,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,8,1,1,1,2,2,1,1,1,,,1,1,2,1,1,1,2,2,3,,4,5,4,5,1,2,1,,,,,1,,1,1,1,1,,,,,7,49,14.2857141494751,9,29,31.0344829559326,30,50,60,0,100,0,0,100,0,0
2,1,43,434,4,0,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,43,435,5,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,2,4,12,6,,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,5,1,1,1,2,1,2,1,1,,,2,1,2,1,1,1,2,2,2,,8,5,10,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,14,49,28.5714282989502,10,29,34.4827575683594,26,50,52,0,0,0,0,100,0,100
2,1,43,436,6,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,43,437,7,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,2,4,11,6,,1,1,1,2,2,2,2,1,1,2,2,2,1,1,2,,,,1,1,2,2,1,2,1,1,2,1,3,1,1,1,2,2,2,2,1,35,9,1,1,3,1,1,1,1,,,1,1,2,1,1,1,2,2,4,,4,1,6,4,1,1,,1,1,2,1,1,,1,1,1,1,,,,,12,49,24.4897956848145,10,29,34.4827575683594,34,50,68,0,100,0,0,100,0,0
2,1,43,438,8,0,0.712688326835632,120,0.333333343267441,0.181818181818182,1,1,,1,1,1,2,4,13,6,,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,,,,1,1,2,2,1,2,1,3,2,1,2,1,1,1,2,2,1,2,2,8,2,2,1,3,3,2,1,1,,,2,2,2,1,2,1,2,2,,,3,,13,4,1,2,1,,,,,1,,1,2,2,1,,,,,14,49,28.5714282989502,8,29,27.5862064361572,29,50,58,0,0,0,0,100,0,0
2,1,52,521,1,1,1.20940935611725,131,0.333333343267441,0.142857142857143,1,1,,1,1,1,2,3,12,6,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,9,5,1,1,3,3,1,1,2,1,,2,2,2,2,2,2,1,2,,,,,,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,25.7999992370605,49,52.6530609130859,13,29,44.8275871276855,28,50,56,19,100,0,0,100,0,0
