"surveywave","state_id","school_id","n_pup_id","pupil_id","treatment","n_panel_pup_wt","strata","fpc_school","fpc_pupil","n_panel_pup","outcome_pt","n_att_reason_pt","consent","able_to_hear","able_to_speak","Sex","Grade","Age","language","language_other","able_to_see","able_to_write","E1_EXAMPLE","E1A","E1B","E1C","E1D","E2_EXAMPLE","E2A","E2B","E2C","E2D","E13_START","E13A","E17_START","E17A","E17B","E17C","M15A","M16_START","M16A","M16B","M17_START","M17A","S7_START","S7A","S8A","S10_START","S10A","S10B","S10C","S10D","S17_a","S17_b","S17_c","S17_d","S17_e","B2","B3","B4","B5","B6","B7","B8","B9","B10","B11","B11_other","B12","B13_a","B13_b","B13_c","B13_d","B13_e","B13_w","B13_y","B14A","B14B","B14C","B14D","B14E","B15","B16","B17","B18","B19","B20","B21A","B21B","B23","B24","B25","B26","B27A","B27B","B30","B31","B31A","B31B","n_E_raw_p","n_E_max_p","n_E_pc_p","n_M_raw_p","n_M_max_p","n_M_pc_p","n_S_raw_p","n_S_max_p","n_S_pc_p","n_E_wpm","n_E_dog","n_M_add_3_digit","n_M_add_3_digit_carry","n_M_three_quarters","n_M_multiply","n_S_magnet"
2,1,147,1475,5,1,3.38526940345764,171,0.363636374473572,0.0701754385964912,1,1,,1,1,1,1,4,10,6,,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,,,,2,1,2,2,1,2,1,3,2,1,1,1,2,2,1,2,2,1,2,5,2,1,1,3,3,1,1,1,,,2,2,2,1,2,1,2,2,,,3,,-8,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,14.6000003814697,49,29.795919418335,6,29,20.6896553039551,27,50,54,8,0,0,0,0,0,0
2,1,147,1476,6,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,147,1477,7,1,3.38526940345764,171,0.363636374473572,0.0701754385964912,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,,,,1,1,1,2,1,2,1,3,2,1,2,1,2,1,1,2,2,2,2,6,4,1,1,3,3,1,1,1,,,2,2,2,2,2,2,1,2,,,,,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,16,49,32.6530609130859,17,29,58.6206893920898,23,50,46,0,100,100,0,100,0,0
2,1,147,1478,8,1,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,148,1481,1,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,3,1,1,2,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,7,4,2,1,3,1,1,1,2,1,,2,2,2,1,2,2,2,2,,,1,,,2,1,2,1,,,,,1,,1,1,1,1,,,,,11,49,22.4489803314209,12,29,41.3793106079102,34,50,68,5,0,0,0,100,0,0
2,1,148,1482,2,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,1,4,12,6,,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,,,,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,12,5,1,1,2,4,1,1,2,1,,2,2,2,1,1,2,2,2,,,2,1,,4,1,1,,1,2,1,1,1,,1,1,1,1,,,,,13.1999998092651,49,26.9387760162354,9,29,31.0344829559326,24,50,48,11,0,100,0,0,0,0
2,1,148,1483,3,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,1,4,11,6,,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,,,,1,1,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,1,2,7,2,1,1,2,3,1,1,1,,,1,2,2,1,1,1,2,2,,,5,2,3,3,1,1,,1,2,2,1,1,,1,2,2,2,,,,,25.6000003814697,49,52.2448997497559,18,29,62.0689659118652,35,50,70,23,100,100,0,100,0,100
2,1,148,1484,4,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,1,4,12,6,,1,1,1,2,3,3,1,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,3,1,1,2,1,2,1,1,2,2,2,1,2,2,15,3,1,1,-8,4,1,2,2,1,,2,2,2,1,1,1,2,2,,,6,4,1,3,1,1,,2,,2,1,1,,2,,2,1,,,,,14.6000003814697,49,29.795919418335,9,29,31.0344829559326,25,50,50,3,0,0,0,100,0,0
2,1,148,1485,5,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,2,1,1,2,2,3,2,1,3,2,,,,2,1,3,3,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,4,2,1,1,3,1,1,1,2,1,,2,2,2,1,1,2,2,2,,,6,2,,2,1,2,2,,,,,1,,2,,2,2,,,,,7,49,14.2857141494751,10,29,34.4827575683594,29,50,58,0,0,0,0,0,0,0
2,1,148,1486,6,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,2,4,12,6,,1,1,1,1,3,3,1,1,1,2,3,1,1,3,2,,,,2,1,2,2,1,2,1,2,2,1,2,1,1,3,1,2,2,2,2,7,4,2,1,-8,2,1,1,2,1,,1,2,2,2,2,1,2,2,,,,,6,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,4,29,13.7931032180786,17,50,34,0,0,0,0,0,0,0
2,1,148,1487,7,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,2,4,13,6,,1,1,1,1,2,2,1,1,2,2,3,1,1,1,2,,,,2,1,1,2,1,3,1,1,1,1,1,1,1,2,2,2,1,2,2,15,6,1,1,3,3,1,1,2,1,,1,2,2,1,2,1,2,2,,,7,,9,2,1,1,,1,2,2,1,1,,1,1,1,1,,,,,13,49,26.5306129455566,11,29,37.9310340881348,30,50,60,0,100,100,0,0,0,100
2,1,148,1488,8,1,0.467701703310013,171,0.363636374473572,0.19047619047619,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,,,,2,1,2,2,1,2,1,1,3,1,2,1,1,2,2,2,2,2,1,11,5,1,1,-8,4,1,1,2,1,,2,2,2,1,2,2,2,2,,,5,,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,13,49,26.5306129455566,7,29,24.1379318237305,25,50,50,0,100,0,0,0,0,0
2,1,150,1501,1,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,2,4,11,6,,1,1,1,1,3,2,1,1,1,2,1,1,1,2,2,,,,2,1,3,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,7,3,2,1,2,3,1,1,1,,,2,2,2,1,2,2,2,2,,,1,,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15,49,30.6122455596924,9,29,31.0344829559326,30,50,60,0,0,0,0,0,0,100
2,1,150,1502,2,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,2,4,11,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,7,3,1,1,2,3,1,1,1,,,2,2,2,1,2,1,2,2,,,2,,1,3,1,2,1,,,,,1,,1,1,1,1,,,,,18,49,36.7346954345703,14,29,48.2758636474609,28,50,56,0,0,100,0,100,0,0
2,1,150,1503,3,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,2,4,10,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,12,6,1,1,3,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,3,1,2,6,1,1,,1,1,1,2,1,,1,1,1,1,,,,,12.8000001907349,49,26.1224498748779,18,29,62.0689659118652,25,50,50,9,0,100,0,100,0,0
2,1,150,1504,4,1,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,150,1505,5,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,1,4,11,6,,1,1,1,1,2,3,1,1,2,1,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,1,8,1,1,1,2,3,2,1,1,,,2,2,1,2,2,2,2,2,,2,,,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,10,49,20.4081630706787,8,29,27.5862064361572,30,50,60,0,0,0,0,100,0,100
2,1,150,1506,6,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,1,4,11,6,,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,13,6,1,1,2,1,1,2,2,1,,2,1,2,1,1,2,2,2,2,,4,2,,6,1,1,,1,1,1,1,1,,1,1,1,1,,,,,18.7999992370605,49,38.3673439025879,14,29,48.2758636474609,32,50,64,9,0,100,0,100,0,0
2,1,150,1507,7,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,1,4,12,6,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,19,4,1,1,3,3,2,1,2,1,,2,2,2,1,2,2,2,2,,,1,,,6,1,1,,2,,2,2,1,,1,2,1,1,,,,,20.6000003814697,49,42.0408172607422,14,29,48.2758636474609,33,50,66,13,0,0,0,100,0,0
2,1,150,1508,8,1,0.776321649551392,171,0.363636374473572,0.131147540983607,1,1,,1,1,1,1,4,11,6,,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,3,1,2,1,1,2,2,1,1,2,2,1,1,2,8,2,1,1,2,3,1,1,1,,,2,2,2,1,1,2,2,2,,,1,1,,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15.8000001907349,49,32.2448997497559,15,29,51.7241363525391,30,50,60,14,0,100,0,100,0,100
2,1,155,1551,1,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,11,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,2,1,2,1,1,1,2,2,1,2,2,10,2,2,2,,1,1,1,2,2,,,1,2,1,1,1,2,2,2,,4,2,2,4,1,1,,1,1,2,2,1,,1,1,1,1,,,,,7,49,14.2857141494751,6,29,20.6896553039551,20,50,40,0,0,0,0,0,0,0
2,1,155,1552,2,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,155,1553,3,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,11,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,3,1,2,1,1,2,1,2,1,2,3,2,2,1,2,2,10,5,2,1,2,1,1,1,2,2,,,1,2,1,1,2,2,2,3,,6,3,,3,1,1,,2,,2,2,1,,1,1,1,1,,,,,7,49,14.2857141494751,4,29,13.7931032180786,19,50,38,0,0,0,0,0,0,0
2,1,155,1554,4,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,10,6,,1,1,1,3,3,3,1,1,2,2,2,2,1,2,2,,,,2,1,3,3,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,11,6,1,2,,1,1,1,2,2,,,1,2,1,1,1,2,2,2,,10,2,5,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,7.19999980926514,49,14.6938772201538,11,29,37.9310340881348,29,50,58,1,0,0,0,0,0,0
2,1,155,1555,5,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,10,6,,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,,,,1,1,3,3,1,2,1,1,3,1,2,2,2,3,2,2,2,2,1,7,4,2,1,3,1,1,1,2,2,,,2,2,1,2,2,2,2,,,10,,,4,1,1,,2,,2,2,1,,1,1,2,2,,,,,6,49,12.2448978424072,6,29,20.6896553039551,20,50,40,0,100,0,0,100,0,0
2,1,155,1556,6,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,-8,6,,1,1,1,1,3,3,2,1,2,2,1,2,1,2,2,,,,2,1,3,3,1,3,1,1,2,1,1,1,1,2,1,2,1,2,2,3,2,2,2,,3,1,1,2,2,,,2,2,1,1,1,2,2,,,4,2,1,2,1,1,,-8,,2,2,2,2,,,,,,,,,8,49,16.326530456543,6,29,20.6896553039551,25,50,50,0,0,0,0,0,0,0
2,1,155,1557,7,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,10,6,,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,,,,2,1,2,2,1,3,1,1,3,1,2,2,2,3,2,2,1,2,2,6,3,2,2,,1,1,1,2,2,,,1,2,1,1,1,2,2,2,,3,2,2,2,1,1,,2,,2,2,1,,2,,2,2,,,,,11.1999998092651,49,22.8571434020996,4,29,13.7931032180786,20,50,40,1,0,0,0,0,0,0
2,1,155,1558,8,1,0.10181400179863,171,0.363636374473572,1,1,1,,1,1,1,1,3,-8,6,,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,10,6,2,2,,1,1,1,2,2,,,1,2,1,1,1,2,2,2,,2,3,4,5,1,1,,1,1,2,2,1,,1,1,2,2,,,,,8,49,16.326530456543,5,29,17.2413787841797,22,50,44,0,0,0,0,0,0,0
2,1,158,1581,1,0,0.33204796910286,170,0.16666667163372,0.195121951219512,1,1,,1,1,1,1,4,12,6,,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,13,5,2,1,1,3,1,1,2,1,,2,2,2,1,2,1,2,2,,,1,,3,3,1,1,,-8,,2,1,1,,-8,,1,1,,,,,22,49,44.8979606628418,28,29,96.5517272949219,32,50,64,0,0,100,100,100,100,0
2,1,158,1582,2,0,0.33204796910286,170,0.16666667163372,0.195121951219512,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,3,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,8,4,1,1,3,4,1,1,2,1,,2,2,2,1,1,2,2,2,,,6,2,,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,7,49,14.2857141494751,6,29,20.6896553039551,25,50,50,0,0,0,0,0,0,0
2,1,158,1583,3,0,0.33204796910286,170,0.16666667163372,0.195121951219512,1,1,,1,1,1,2,4,12,6,,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,7,2,2,1,3,3,1,1,2,1,,1,2,2,2,2,1,2,2,,,,,1,3,1,1,,1,1,2,1,1,,1,1,1,1,,,,,31,49,63.2653045654297,25,29,86.2068939208984,31,50,62,25,0,100,100,100,100,0
2,1,158,1584,4,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,158,1585,5,0,0.33204796910286,170,0.16666667163372,0.195121951219512,1,1,,1,1,1,2,4,11,6,,1,1,1,1,3,3,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,8,6,1,1,3,4,1,1,2,1,,2,2,2,2,1,2,2,2,,,,1,,4,1,1,,1,1,1,1,1,,1,1,1,1,,,,,15.3999996185303,49,31.4285697937012,11,29,37.9310340881348,32,50,64,7,0,100,0,100,100,0
2,1,158,1586,6,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,158,1587,7,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,158,1588,8,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,167,1671,1,0,0.0809905454516411,170,0.16666667163372,0.7,1,1,,1,1,1,1,4,-8,6,,1,1,1,1,2,3,1,1,2,2,2,2,1,2,2,,,,2,1,1,2,1,2,1,2,3,1,2,1,2,3,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,,,2,2,1,2,1,2,2,,,16,,30,4,1,1,,2,,2,2,2,2,,,,,,,,,5,49,10.2040815353394,6,29,20.6896553039551,23,50,46,0,0,100,0,0,0,0
2,1,167,1672,2,0,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,167,1673,3,0,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,167,1674,4,0,0.0809905454516411,170,0.16666667163372,0.7,1,1,,1,1,1,2,3,10,6,,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,2,1,3,2,1,1,1,1,3,2,2,1,2,2,10,8,2,1,2,1,2,2,2,2,,,1,2,1,1,1,2,2,15,,10,20,20,5,1,1,,2,,2,2,1,,2,,2,2,,,,,7,49,14.2857141494751,7,29,24.1379318237305,20,50,40,0,0,0,0,0,0,0
2,1,167,1675,5,0,0.0809905454516411,170,0.16666667163372,0.7,1,1,,1,1,1,2,3,-8,5,,1,1,1,2,2,1,2,1,2,2,2,1,1,2,2,,,,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,2,8,3,2,1,2,1,1,2,2,2,,,2,2,1,1,1,2,2,,,6,10,35,4,1,2,1,,,,,1,,1,2,1,1,,,,,4,49,8.16326522827148,9,29,31.0344829559326,22,50,44,0,0,0,0,0,0,0
2,1,167,1676,6,0,,,,,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,167,1678,8,0,0.0809905454516411,170,0.16666667163372,0.7,1,1,,1,1,1,2,4,-8,6,,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,,,,2,1,2,2,1,3,1,1,2,1,1,1,1,3,2,2,2,2,1,12,8,2,2,,1,1,2,2,1,,2,1,2,1,2,1,2,2,8,,12,,12,7,1,1,,1,1,1,1,1,,1,1,1,1,,,,,4,49,8.16326522827148,7,29,24.1379318237305,22,50,44,0,0,0,0,0,0,0
2,1,169,1691,1,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,2,4,13,6,,1,1,1,1,3,3,1,1,2,2,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,5,3,1,1,2,3,1,1,1,,,2,2,2,2,2,1,2,2,,,,,2,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,12.8000001907349,49,26.1224498748779,12,29,41.3793106079102,24,50,48,4,0,100,0,100,0,0
2,1,169,1692,2,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,1,4,11,6,,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,,,,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,12,5,1,1,3,4,1,1,2,1,,2,2,1,2,2,1,2,2,,4,,,7,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,11.8000001907349,49,24.0816326141357,21,29,72.4137954711914,35,50,70,4,100,100,0,100,0,100
2,1,169,1693,3,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,1,4,11,6,,1,1,1,1,3,2,1,1,2,2,2,2,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,13,7,1,1,3,3,1,2,2,1,,2,2,2,1,2,1,2,2,,,3,,10,4,1,1,,-8,,2,2,1,,1,1,1,1,,,,,4,49,8.16326522827148,6,29,20.6896553039551,24,50,48,0,0,0,0,100,0,0
2,1,169,1694,4,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,1,4,15,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,1,1,1,3,4,1,2,2,1,,2,2,2,2,2,2,1,2,,,,,,2,1,1,,1,1,1,1,1,,1,1,1,1,,,,,43.7999992370605,49,89.3877563476563,22,29,75.8620681762695,43,50,86,24,100,100,100,100,0,100
2,1,169,1695,5,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,169,1696,6,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,2,4,10,6,,1,1,1,1,3,2,1,1,1,1,1,1,1,2,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,2,12,5,1,1,2,3,1,2,2,1,,1,2,2,2,2,1,2,2,,,,,3,3,1,1,,1,1,1,1,1,,1,1,1,1,,,,,10,49,20.4081630706787,14,29,48.2758636474609,25,50,50,5,0,100,0,100,0,0
2,1,169,1697,7,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,169,1698,8,1,2.18261098861694,181,0.363636374473572,0.054421768707483,1,1,,1,1,1,1,4,12,6,,1,1,1,3,3,3,2,1,2,2,2,1,1,1,2,,,,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,2,6,4,1,2,,4,1,1,2,1,,2,2,2,1,1,2,2,2,,,2,2,,2,1,1,,1,1,1,1,1,,1,1,2,1,,,,,6,49,12.2448978424072,8,29,27.5862064361572,22,50,44,0,100,100,0,100,0,0
2,1,173,1731,1,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,2,4,13,6,,1,1,1,2,2,3,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,13,4,1,1,1,3,2,1,1,,,2,2,2,1,1,1,2,2,,,5,3,5,3,1,1,,1,2,2,1,1,,1,1,1,1,,,,,21.7999992370605,49,44.4897956848145,15,29,51.7241363525391,36,50,72,14,0,100,0,0,0,0
2,1,173,1732,2,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,2,4,14,6,,1,1,1,1,3,2,1,1,1,2,2,1,1,2,2,,,,1,1,1,2,1,2,1,3,2,1,2,2,1,1,1,1,1,1,2,8,4,1,1,3,2,1,2,1,,,2,2,2,1,2,1,2,2,,,8,,7,5,1,1,,-8,,2,2,1,,1,1,1,1,,,,,19,49,38.7755088806152,18,29,62.0689659118652,34,50,68,0,0,100,0,100,0,0
2,1,173,1733,3,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,173,1734,4,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,14,7,1,1,3,3,1,1,2,1,,2,2,2,1,1,2,2,2,,,2,1,,4,1,1,,2,,2,2,1,,2,,1,1,,,,,26.3999996185303,49,53.8775520324707,20,29,68.9655151367188,46,50,92,22,0,100,0,100,0,100
2,1,173,1735,5,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,2,4,12,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,,,,1,1,2,3,1,3,1,1,1,1,2,1,1,1,2,2,1,2,2,24,8,1,1,3,3,1,1,1,,,2,2,2,2,1,1,2,2,,,,4,3,11,1,1,,1,1,1,1,1,,1,1,1,1,,,,,18,49,36.7346954345703,18,29,62.0689659118652,38,50,76,0,100,0,0,100,0,100
2,1,173,1736,6,1,,,,,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1,173,1737,7,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,,,,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,2,2,10,3,1,1,2,3,1,1,1,,,2,2,2,1,2,1,2,2,,,12,,1,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,23,49,46.9387741088867,16,29,55.1724128723145,40,50,80,15,100,100,0,100,0,100
2,1,173,1738,8,1,1.18224954605103,181,0.363636374473572,0.0879120879120879,1,1,,1,1,1,2,4,11,6,,1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,,,,1,1,2,3,1,3,1,1,1,1,1,1,1,1,2,2,1,2,2,17,8,1,1,3,3,1,1,2,1,,2,2,2,1,1,1,2,2,,,4,5,6,5,1,1,,1,1,1,1,1,,1,1,1,1,,,,,9,49,18.3673477172852,10,29,34.4827575683594,39,50,78,0,100,0,0,100,0,100
2,1,176,1761,1,1,0.148475661873817,181,0.363636374473572,0.8,1,1,,1,1,1,1,4,13,6,,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,,,,1,1,2,2,1,2,1,1,2,1,1,1,1,3,2,1,2,2,2,8,2,1,-8,,1,1,2,2,2,,,1,2,1,2,1,2,2,2,,5,,2,3,1,2,1,,,,,1,,1,1,1,1,,,,,20,49,40.8163261413574,11,29,37.9310340881348,29,50,58,0,0,0,0,100,0,0
2,1,176,1762,2,1,,,,,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
